id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image
1754,27212,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Doodle Kids Boy Striped Blue Shirt,27212.jpg
1756,22760,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,BIBA Women Solid Navy Blue Kurta,22760.jpg
1757,16555,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Basics Men Navy Printed Polo T-shirt,16555.jpg
1758,8976,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Men SL Tech Lo SF White Sports Shoes,8976.jpg
1768,28854,Men,Apparel,Topwear,Tshirts,Lavender,Summer,2012,Casual,Proline Men Mauve T-shirt,28854.jpg
1770,27020,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Jealous 21 Women Navy Blue Jeans,27020.jpg
1771,46017,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012,Ethnic,Fabindia Women Orange Printed Kurta,46017.jpg
1772,7330,Men,Footwear,Sandal,Sandals,Black,Summer,2013,Casual,Red Tape Men Strappy Black Floater,7330.jpg
1775,31979,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Nike Men Lunarswift +3 Grey Sports Shoes,31979.jpg
1776,50172,Women,Footwear,Shoes,Flats,Green,Winter,2012,Casual,Rocia Women Multi- Coloured Shoes,50172.jpg
1779,44740,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Globalite Men White Terra Shoes,44740.jpg
1780,5467,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Men's Elite Black Shoe,5467.jpg
1782,14030,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Nike Women Printed White Tshirts,14030.jpg
1786,10490,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Flying Machine Men HS Blue Shirts,10490.jpg
1789,41232,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Puma Men White Aquil Sports Shoes,41232.jpg
1790,11542,Women,Apparel,Topwear,Kurtas,Beige,Summer,2011,Ethnic,W Women Printed  Beige Kurtas,11542.jpg
1795,18299,Women,Apparel,Topwear,Kurtas,Black,Fall,2011,Ethnic,Aneri Women Zeenat Black Kurta,18299.jpg
1796,13671,Unisex,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Levis Kids Blue Solid Jean,13671.jpg
1797,27444,Women,Apparel,Topwear,Tshirts,Black,Fall,2015,Casual,Jockey Women Black T-shirt,27444.jpg
1798,26596,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2015,Sports,Puma Men Jago Ripstop Black Sports Shoes,26596.jpg
1801,6686,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,UCB Men's Big Ben Logo Red T-shirt,6686.jpg
1804,7754,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Fila Men's Agony Black Red Shoe,7754.jpg
1808,16303,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Peter England Men Check Navy Blue Shirt,16303.jpg
1812,14454,Women,Footwear,Shoes,Heels,Taupe,Summer,2012,Casual,Enroute Women Casual Taupe Casual Heels,14454.jpg
1813,53393,Women,Apparel,Topwear,Kurtas,Beige,Fall,2012,Ethnic,Alma Women Printed Beige Kurta,53393.jpg
1817,40784,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2012,Casual,Quiksilver Men Blue Flip Flops,40784.jpg
1819,52073,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Myntra Men Grey & Red T-shirt,52073.jpg
1821,14666,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Basics Men Red Slim Fit Checked Shirt,14666.jpg
1824,5231,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Classic Polo Men's Cari Navy Polo T-shirt,5231.jpg
1826,32196,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Men Printed Blue Kurta,32196.jpg
1827,33044,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Mother Earth Women Printed Blue Kurta,33044.jpg
1828,57501,Men,Footwear,Sandal,Sandals,Beige,Summer,2012,Casual,Lee Cooper Men Light cocoa Sandals,57501.jpg
1830,13443,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,United Colors of Benetton Women Solid White Tops,13443.jpg
1831,2014,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2010,Sports,ADIDAS Men's Classic Yellow Polo T-shirt,2014.jpg
1833,49609,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Brown Heels,49609.jpg
1835,12591,Unisex,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Tantra Unisex Printed Blue Tshirts,12591.jpg
1840,2828,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012,Casual,Lee Cooper Men's LC Casual Denim Blue Shoe,2828.jpg
1841,22304,Women,Footwear,Shoes,Heels,Beige,Winter,2012,Casual,Inc. 5 Women Casual Beige Heels,22304.jpg
1842,16131,Women,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Tokyo Talkies Women Printed Red T-shirt,16131.jpg
1844,7566,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,Nike Men's As Kobe Comic Black T-shirt,7566.jpg
1846,13685,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,ADIDAS Men Dash Casual Shoes,13685.jpg
1847,54142,Women,Footwear,Shoes,Heels,Beige,Winter,2012,Casual,Rocia Women Beige Sandals,54142.jpg
1848,26562,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual,Lee Cooper Men Brown Shoes,26562.jpg
1850,12757,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Spykar Men Printed Blue T-Shirts,12757.jpg
1851,42027,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2012,Sports,ADIDAS Women Sukoi Black Sports Shoes,42027.jpg
1854,6672,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,Nike Women Dunk Skinny White Red Shoe,6672.jpg
1855,47555,Women,Footwear,Shoes,Heels,White,Winter,2012,Casual,Portia Women White Heels,47555.jpg
1857,51430,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Myntra Men Navy Blue & Orange Check Shirt,51430.jpg
1859,21747,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Vans Unisex  Era Black Casual Shoes,21747.jpg
1860,4125,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011,Sports,Lotto Men Kochi Tuskers Authentic Orange Jersey,4125.jpg
1863,20695,Men,Footwear,Shoes,Casual Shoes,Blue,Winter,2011,Casual,Buckaroo Men Bello Blue Casual Shoes,20695.jpg
1867,4919,Women,Apparel,Topwear,Tops,Pink,Summer,2011,Casual,Gini and Jony Girl's Veeya Pink Kidswear,4919.jpg
1869,4317,Unisex,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Tantra Kid's Unisex Kya Boss Red Kidswear,4317.jpg
1871,15740,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,Nike Women Air Relentless Grey Sports Shoes,15740.jpg
1872,52087,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Myntra Women Yellow T-shirt,52087.jpg
1881,30635,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Nike Men Basic Crew Blue T-shirt,30635.jpg
1882,42215,Women,Apparel,Topwear,Tops,Green,Summer,2012,Casual,Sepia Women Teal Top,42215.jpg
1883,3132,Men,Apparel,Topwear,Tshirts,Multi,Fall,2010,Casual,DUSG Men's Tadoba Organic Cotton Cappuccino T-shirt,3132.jpg
1886,6440,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,Lotto Men's Calcetto Black Brown Shoe,6440.jpg
1887,17017,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual,Rocia Women Casual Brown Sandal,17017.jpg
1888,23222,Women,Apparel,Topwear,Kurtas,Red,Fall,2011,Ethnic,Aneri Women Freya Red Kurta,23222.jpg
1889,51602,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2012,Casual,Wrangler Women Blue Molly Jeans,51602.jpg
1890,7592,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011,Sports,Nike Men's Dunk Low Blue Shoe,7592.jpg
1896,21111,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,s.Oliver Women Check Purple Top,21111.jpg
1898,24463,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual,Numero Uno Men Brown Casual Shoes,24463.jpg
1899,10656,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,Doodle Girl Little frock Pink Tops,10656.jpg
1901,57191,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Elle Women White Top,57191.jpg
1903,11784,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Lee Women Solid Black Tshirts,11784.jpg
1904,32506,Men,Footwear,Sandal,Sandals,Brown,Summer,2013,Casual,Franco Leone Men Brown Sandals,32506.jpg
1906,42671,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Alma Women Green Kurta,42671.jpg
1907,3556,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015,Casual,Skechers Men Dark Brown Lifestyle Shoe,3556.jpg
1909,12101,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,W Women Printed Pink Kurtas,12101.jpg
1911,6818,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2011,Casual,Timberland Men's Grn Thng Red Flip Flop,6818.jpg
1912,2484,Women,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Puma Women Spagetti White Top,2484.jpg
1913,30251,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,2013,Casual,Numero Uno Men Green Flip Flops,30251.jpg
1914,22794,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Manchester United Men Navy Blue Tshirt,22794.jpg
1915,8982,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Men Evo Ducati Lo White Casual Shoes,8982.jpg
1917,6024,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,UCB Women's Boat Neck Chest Print Green T-shirt,6024.jpg
1919,26106,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Formal,John Miller Men Striped Purple Shirt,26106.jpg
1920,12333,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Spykar Women Ep Jeans Blue Jeans,12333.jpg
1921,3764,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Status Quo Men's London Icon Navy T-shirt,3764.jpg
1924,54526,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Sports,F Sports Men White Zero Gravity Sports Shoes,54526.jpg
1925,18609,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Puma Men Polo Red Tshirt,18609.jpg
1926,35511,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Bata Men Lite Black Flip Flops,35511.jpg
1928,16793,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Highlander Men Check Blue Shirt,16793.jpg
1934,6216,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Lee Men's Printed Black T-shirt,6216.jpg
1936,37246,Men,Footwear,Shoes,Casual Shoes,Charcoal,Summer,2012,Casual,United Colors of Benetton Men Charcoal Shoes,37246.jpg
1937,5493,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Mr.Men Men's Cool Soft Grey T-shirt,5493.jpg
1938,15116,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011,Formal,Arrow Men TR Finish Grey Trousers,15116.jpg
1942,4541,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's White T-shirt with Navy Stripes,4541.jpg
1944,10464,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Flying Machine Men Mauvemist Pink Tshirts,10464.jpg
1945,40314,Unisex,Footwear,Sandal,Sandals,White,Winter,2013,Casual,Warner Bros Kids Unisex White sandals,40314.jpg
1948,27649,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Superman Men Printed Blue T-shirt,27649.jpg
1949,16932,Men,Apparel,Topwear,Tshirts,Off White,Fall,2011,Casual,Spykar Men Off White Polo Tshirt,16932.jpg
1953,2817,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Lee Cooper Men's Casual Leather Black Shoe,2817.jpg
1954,7559,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,Nike Men's Black Polo T-shirt,7559.jpg
1955,25922,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Femella Women Navy Blue T-shirt,25922.jpg
1957,58576,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Puma Women Yellow T-shirt,58576.jpg
1958,14659,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,2011,Casual,Probase Men Solid LT.Khaki Trousers,14659.jpg
1959,33847,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Puma Men Future Cat White Shoes,33847.jpg
1962,40589,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Aurelia Women Printed White Kurta,40589.jpg
1963,44915,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Puma Men Blue T-shirt,44915.jpg
1965,11925,Women,Footwear,Shoes,Flats,Black,Winter,2015,Casual,Skechers Women Tone Black Sandals,11925.jpg
1966,58744,Men,Apparel,Topwear,Tshirts,Burgundy,Summer,2012,Casual,Puma Men Burgundy T-shirt,58744.jpg
1967,41669,Women,Footwear,Shoes,Heels,Silver,Winter,2012,Casual,Catwalk Women Silver Heels,41669.jpg
1968,39773,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual,Peter England Men Navy Blue Casual Shirt,39773.jpg
1969,11119,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Indigo Nation Men Solid White Shirts,11119.jpg
1970,5800,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Men's Chat Black T-shirt,5800.jpg
1971,33249,Men,Apparel,Topwear,Shirts,White,Summer,2012,Formal,Arrow Men Blue Striped Shirt,33249.jpg
1972,2219,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010,Casual,ADIDAS Men's Black Shoe,2219.jpg
1973,34850,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Men Falcon Elite White Sports Shoes,34850.jpg
1975,35982,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Flying Machine Women Grey T-shirt,35982.jpg
1976,8723,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Indigo Nation Men Striped Yellow Shirt,8723.jpg
1980,22109,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Reebok Men White Acciomax II Sports Shoes,22109.jpg
1988,49060,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Flying Machine Men Black Shoes,49060.jpg
1991,31946,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Nike Men Avid Grey Shoes,31946.jpg
1994,34408,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Myntra Men Black Printed T-shirt,34408.jpg
1995,8175,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Casual Brown Flats,8175.jpg
1996,7901,Men,Apparel,Topwear,Tshirts,Cream,Fall,2011,Casual,Proline Men's Printed Chalk Cream Brown T-shirt,7901.jpg
1998,13018,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Flats,13018.jpg
1999,48380,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012,Casual,French Connection Men Charcoal Trousers,48380.jpg
2001,8949,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011,Formal,Indigo Nation Men ID Printed Grey Trousers,8949.jpg
2005,20008,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011,Casual,United Colors of Benetton Men Printed Orange TShirt,20008.jpg
2011,37279,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Tantra Women Pink Curly Heart T-shirt,37279.jpg
2012,15129,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011,Casual,Arrow Sport Men Solid DK.Grey Trousers,15129.jpg
2015,15915,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal,Black Coffee Men Check Purple Slim Fit Shirt,15915.jpg
2016,11589,Women,Apparel,Topwear,Kurtas,Red,Summer,2011,Ethnic,W Women Printed Red Kurta,11589.jpg
2017,26139,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Formal,John Miller Men Grey Trousers,26139.jpg
2018,51857,Men,Apparel,Topwear,Shirts,Beige,Summer,2012,Casual,Highlander Men  Blue & Beige Check  Shirt,51857.jpg
2021,2689,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Inkfruit Women Happy Dolphin Purple T-shirt,2689.jpg
2022,9261,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Formal,Mark Taylor Men Red Striped Shirt,9261.jpg
2024,54519,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2012,Casual,F Sports Men Navy Blue Vito Shoes,54519.jpg
2025,18636,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Sports,Puma Men V.11 Speed  White Tshirts,18636.jpg
2026,26905,Women,Apparel,Topwear,Tops,Off White,Summer,2012,Casual,Jealous 21 Women Off White Top,26905.jpg
2028,22599,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Sports,Nike Women Yellow T-shirt,22599.jpg
2029,30860,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic,Fabindia Women Printed Maroon Kurta,30860.jpg
2030,6229,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Lee Men's Shot Black T-shirt,6229.jpg
2031,3569,Men,Footwear,Sandal,Sandals,Brown,Summer,2011,Casual,ADIDAS Mens Lightbone Brown Sandal,3569.jpg
2032,8181,Men,Apparel,Topwear,Shirts,Purple,Summer,2011,Casual,Locomotive Men Check Ladislav Purple Shirts,8181.jpg
2033,18404,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Skechers Men USA Brown Shoe,18404.jpg
2035,48374,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,French Connection Men Purple & Black Striped Shirt,48374.jpg
2036,9053,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,ADIDAS Men Duramo 3 M Grey Sports Shoes,9053.jpg
2038,29343,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Probase Men Printed White T-shirt,29343.jpg
2039,12902,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Women Cabana Racer SL Black Casual Shoes,12902.jpg
2041,23679,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,Red Tape Men Mocassins Black Casual Shoes,23679.jpg
2043,57992,Women,Apparel,Topwear,Shirts,Purple,Fall,2012,Casual,Latin Quarters Women Purple Shirt,57992.jpg
2045,59034,Women,Footwear,Shoes,Heels,Bronze,Winter,2012,Casual,Carlton London Women Black Heels,59034.jpg
2047,40119,Women,Apparel,Topwear,Tshirts,Orange,Summer,2012,Casual,ADIDAS Women Orange T-shirt,40119.jpg
2048,10669,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Doodle Boy Road Trip Grey Tshirts,10669.jpg
2054,17814,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Lee Cooper Men  Black Casual Shoe,17814.jpg
2056,3931,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Jealous 21 Women's Black Butterfly T-shirt,3931.jpg
2058,35378,Women,Footwear,Shoes,Heels,Green,Summer,2012,Casual,Senorita Women Green Flats,35378.jpg
2059,4328,Unisex,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Tantra Kid's Unisex Cute Mom Red Kidswear,4328.jpg
2066,10803,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Wrangler Men Dodge Broad Accent Check White Shirts,10803.jpg
2068,4926,Women,Apparel,Topwear,Tops,Green,Summer,2011,Casual,Gini and Jony Girl's Valencia Green Blue Infant Kidswear,4926.jpg
2069,38655,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Air Impetus II White Sports Shoes,38655.jpg
2071,23813,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Puma Men Jiff Black Flip Flops,23813.jpg
2072,9605,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Scullers Men Scul Green White Shirts,9605.jpg
2076,54941,Women,Apparel,Topwear,Tops,Teal,Summer,2012,Casual,Do u speak green Women Teal Top,54941.jpg
2079,14462,Women,Footwear,Shoes,Heels,Gold,Summer,2012,Casual,Enroute Women Casual Gold Peep Toes,14462.jpg
2080,36732,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Spykar Women Liana Blue Jeans,36732.jpg
2083,33240,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Arrow Men Blue Striped Shirt,33240.jpg
2084,32392,Women,Apparel,Topwear,Shirts,Grey,Summer,2012,Formal,Arrow Woman Grey Shirt,32392.jpg
2085,41660,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Mark Taylor Men Blue Striped Shirt,41660.jpg
2086,11110,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Indigo Nation Men Check White Shirts,11110.jpg
2089,12795,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Nike Men Brazil Yellow Tshirts,12795.jpg
2090,2210,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,ADIDAS Men 3 Stripe Black Polo T-shirt,2210.jpg
2092,34859,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Vans Unisex Classic Slip-On White Shoes,34859.jpg
2094,22100,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Vishudh Women Printed Blue Kurta,22100.jpg
2095,16335,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Formal,Peter England Men Stripes Navy Blue Shirt,16335.jpg
2101,26792,Men,Apparel,Topwear,Shirts,Blue,Summer,2013,Formal,Arrow Men Blue Striped Slim Fit Shirt,26792.jpg
2104,27640,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Reebok Men Grey Premier Trinity Sports Shoes,27640.jpg
2105,43305,Women,Apparel,Topwear,Shirts,Pink,Summer,2012,Casual,United Colors of Benetton Women Pink Shirt,43305.jpg
2106,22332,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011,Casual,John Players Men Solid Maroon Polo T-Shirt,22332.jpg
2109,7550,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Nike Men's Teal Blue Polo T-shirt,7550.jpg
2111,6482,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Men's Strip Polo Black Green T-shirt,6482.jpg
2114,28608,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Dart VII Leather White Sports Shoes,28608.jpg
2116,14650,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Probase Men Face Print Blue Tshirts,14650.jpg
2117,36500,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic,Folklore Women Brown Kurta,36500.jpg
2120,40580,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,W Women White Top,40580.jpg
2121,33072,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,U.S.Polo Assn Men Blue Polo T-shirt,33072.jpg
2124,41452,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Lee Cooper Men White Shoes,41452.jpg
2126,30293,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012,Casual,Myntra Men Love Off White T-shirt,30293.jpg
2127,3594,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,Converse Men's Chuck Taylor Print OX White Canvas Shoe,3594.jpg
2128,7908,Men,Apparel,Topwear,Tshirts,Cream,Fall,2012,Casual,Proline Men Cream & Purple Striped Polo T-shirt,7908.jpg
2129,34633,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Lotto Men Dolce Vita II Black Sports Shoes,34633.jpg
2130,50376,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Woodland Men Black Shoes,50376.jpg
2131,9892,Men,Apparel,Bottomwear,Trousers,White,Fall,2011,Formal,Indian Terrain Men Laffer Off-White Trousers,9892.jpg
2133,22756,Women,Apparel,Topwear,Kurtas,Red,Fall,2011,Ethnic,BIBA Women Solid Red Kurta,22756.jpg
2134,8940,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Indigo Nation Men Reversible Bling Red Shirts,8940.jpg
2136,36164,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Status Quo Men Grey T-shirt,36164.jpg
2137,39910,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports,ADIDAS Men Blue & Red F10 Sports Shoes,39910.jpg
2139,20001,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,United Colors of Benetton Men Printed Green T-shirt,20001.jpg
2140,44544,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,Coolers Men Black Sandals,44544.jpg
2142,11746,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Lee Men Yellow Polo T-shirt,11746.jpg
2143,25573,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,FILA Men Trempet White Sports Shoes,25573.jpg
2146,10694,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,Doodle Girl Be Born Pink Tops,10694.jpg
2147,57153,Women,Apparel,Topwear,Tshirts,Peach,Summer,2012,Casual,Elle Women Peach T-shirt,57153.jpg
2150,44776,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2010,Casual,Lotto Men Black Dolce Vita Shoes,44776.jpg
2152,37284,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Tantra Women Purple Shopping T-shirt,37284.jpg
